Time,Angelo HQ SF Eel Gage Water Temp Outside CS450 degC
12/17/2019 8:55,6.195
12/17/2019 9:00,6.197
12/17/2019 9:05,6.199
12/17/2019 9:10,6.201
12/17/2019 9:15,6.203
12/17/2019 9:20,6.207
12/17/2019 9:25,6.21
12/17/2019 9:30,6.214
12/17/2019 9:35,6.218
12/17/2019 9:40,6.223
12/17/2019 9:45,6.227
12/17/2019 9:50,6.231
12/17/2019 9:55,6.235
12/17/2019 10:00,6.241
12/17/2019 10:05,6.246
12/17/2019 10:10,6.251
12/17/2019 10:15,6.257
12/17/2019 10:20,6.262
12/17/2019 10:25,6.267
12/17/2019 10:30,6.274
12/17/2019 10:35,6.28
12/17/2019 10:40,6.285
12/17/2019 10:45,6.292
12/17/2019 10:50,6.298
12/17/2019 10:55,6.305
12/17/2019 11:00,6.311
12/17/2019 11:05,6.317
12/17/2019 11:10,6.323
12/17/2019 11:15,6.329
12/17/2019 11:20,6.335
12/17/2019 11:25,6.343
12/17/2019 11:30,6.349
12/17/2019 11:35,6.353
12/17/2019 11:40,6.359
12/17/2019 11:45,6.366
12/17/2019 11:50,6.373
12/17/2019 11:55,6.377
12/17/2019 12:00,6.384
12/17/2019 12:05,6.393
12/17/2019 12:10,6.399
12/17/2019 12:15,6.407
12/17/2019 12:20,6.414
12/17/2019 12:25,6.423
12/17/2019 12:30,6.433
12/17/2019 12:35,6.443
12/17/2019 12:40,6.451
12/17/2019 12:45,6.462
12/17/2019 12:50,6.473
12/17/2019 12:55,6.481
12/17/2019 13:00,6.489
12/17/2019 13:05,6.498
12/17/2019 13:10,6.504
12/17/2019 13:15,6.51
12/17/2019 13:20,6.516
12/17/2019 13:25,6.523
12/17/2019 13:30,6.532
12/17/2019 13:35,6.541
12/17/2019 13:40,6.55
12/17/2019 13:45,6.559
12/17/2019 13:50,6.569
12/17/2019 13:55,6.58
12/17/2019 14:00,6.591
12/17/2019 14:05,6.602
12/17/2019 14:10,6.612
12/17/2019 14:15,6.623
12/17/2019 14:20,6.635
12/17/2019 14:25,6.647
12/17/2019 14:30,6.655
12/17/2019 14:35,6.66
12/17/2019 14:40,6.666
12/17/2019 14:45,6.674
12/17/2019 14:50,6.683
12/17/2019 14:55,6.693
12/17/2019 15:00,6.701
12/17/2019 15:05,6.709
12/17/2019 15:10,6.716
12/17/2019 15:15,6.723
12/17/2019 15:20,6.73
12/17/2019 15:25,6.736
12/17/2019 15:30,6.74
12/17/2019 15:35,6.744
12/17/2019 15:40,6.745
12/17/2019 15:45,6.746
12/17/2019 15:50,6.746
12/17/2019 15:55,6.746
12/17/2019 16:00,6.744
12/17/2019 16:05,6.742
12/17/2019 16:10,6.739
